,id_,institution,post,domaine
46,11825,CRS,"Head of Operations, Haiti","Management/Gestion, Finance, Comptabilité et Commerce"
47,11820,ODRINO,Assistant(e) Administratif et Logistique,"Management/Gestion, Finance, Comptabilité et Commerce"
48,11775,Secteur prive,Serveurs / serveuses / chef de salle,"Tourisme, Hôtellerie et Restauration"
0,11817,PADF/HAITI,Education Specialist,Sciences de l’Education
1,11822,UCMIT/UCP,Opérateurs de saisie,Sciences Informatiques
2,11823,UCMIT/UCP,Statisticien,Sciences économiques et politiques
3,11819,FONKOZE,Enfimyè teren,Santé et Professions médicales
4,11829,Concern Worldwide Haiti,Officier achats,Transport et Logistique
5,11762,Heifer Haiti,Spécialiste en Développement Communautaire,Sciences Humaines et Sociales
6,11763,Heifer Haiti,Administrateur(trice) de Projet,"Management/Gestion, Finance, Comptabilité et Commerce"
7,11811,PNUD Haiti,Expert – Réduction de la Violence Communautaire (CVR) et Désarmement,Sciences Humaines et Sociales
8,11813,GRAMIR,Responsable  de l’équipe du Plan Communal de Développement (PCD) PAGODE - GA,Sciences Humaines et Sociales
9,11816,CI,Program Support Specialist III - Health,Santé et Professions médicales
10,11808,CI,Spécialiste en Préparation de Partenariat et Mobilisation de l’église,- - Non-defini - -
11,11789,CFET S.A.,Responsable de Communication/Marketing,Marketing
12,11794,Gildan Activewear,Coordonateur/rice Administratif,Secrétariat
13,11800,NGO RH,Coordonnateur Départemental,Santé et Professions médicales
14,11795,MSF B,Infirmière Anesthésiste,Santé et Professions médicales
15,11796,MSF B,Médecin Gynécologue- Obstétricien,Santé et Professions médicales
16,11797,MSF B,Médecin Pédiatre,Santé et Professions médicales
17,11798,Secteur ong,Coordonnateur/ trice Supply Chain,Santé et Professions médicales
18,11799,Secteur ong,Coordonnateur/ trice de Laboratoire,Santé et Professions médicales
19,11787,USAID,USAID Development Program Specialist (Gender Advisor),Sciences Humaines et Sociales
20,11818,Plan International-Haiti,M&E Assistant,Sciences économiques et politiques
21,11805,Global Communities - (formerly CHF),Finance Director,"Management/Gestion, Finance, Comptabilité et Commerce"
22,11802,SACOMA,It et Coordonnateur d'Installation,Sécurité
23,11754,CESVI,Country Administrator,"Management/Gestion, Finance, Comptabilité et Commerce"
24,11801,N/A,Assistante Executive,"Management/Gestion, Finance, Comptabilité et Commerce"
25,11760,Expertise France,Chef(fe) de projet urbanisme et aménagement,"Architecture, Urbanisme et Aménagement du territoire"
26,11761,Expertise France,"Chef(fe) de projet Bâtiments, Infrastructures, Voiries et Réseaux divers","Architecture, Urbanisme et Aménagement du territoire"
27,11785,Save the Children en Haiti,Officier Finance,"Management/Gestion, Finance, Comptabilité et Commerce"
28,11790,CHARESS,Clinical Mentor,Santé et Professions médicales
29,11781,Family Health International - FHI360,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
30,11782,Family Health International - FHI360,M&E Advisor,Sciences Informatiques
31,11784,Family Health International - FHI360,Conseiller Technique Senior aux Populations Prioritaires/EpiC,Santé et Professions médicales
32,11780,Concern Worldwide Haiti,MEAL Manager,Sciences Humaines et Sociales
33,11777,GOAL Haiti,Assistant Country Director System,"Management/Gestion, Finance, Comptabilité et Commerce"
34,11779,Concern Worldwide Haiti,Coordinateur Urbain,"Management/Gestion, Finance, Comptabilité et Commerce"
35,11793,Secteur ong,Monitoring and Evaluation officer,- - Non-defini - -
36,11774,CRS,MEAL Officer,Sciences économiques et politiques
37,11772,HAS,Chirurgien Général,Santé et Professions médicales
38,11752,FAO,Assistant aux Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
39,11791,CFET S.A.,Sub-Awards Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
40,11788,CFET S.A.,Directeur Commercial,Marketing
41,11771,Action Contre la Faim - Haïti,Responsable MEAL Régional E,- - Non-defini - -
42,11786,IFES,Coordonnateur/trice d’activités,Communication et Journalisme
43,11764,CFET S.A.,Directeur Financier Adjoint,"Management/Gestion, Finance, Comptabilité et Commerce"
44,11749,PNUD Haiti,Expert en suivi et évaluation avec une spécialisation en genre,Sciences économiques et politiques
45,11750,PNUD Haiti,Ingénieur Civil,Sciences de l’Ingénieur
46,11746,ASF,Agent-e de terrain,Droit
47,11739,PNUD Haiti,Programme Analyst EVAW Spotlight,Sciences Humaines et Sociales
48,11783,UCMIT/UCP,Comptable de Projet,"Management/Gestion, Finance, Comptabilité et Commerce"
0,11817,PADF/HAITI,Education Specialist,Sciences de l’Education
1,11822,UCMIT/UCP,Opérateurs de saisie,Sciences Informatiques
2,11823,UCMIT/UCP,Statisticien,Sciences économiques et politiques
3,11819,FONKOZE,Enfimyè teren,Santé et Professions médicales
4,11829,Concern Worldwide Haiti,Officier achats,Transport et Logistique
5,11762,Heifer Haiti,Spécialiste en Développement Communautaire,Sciences Humaines et Sociales
6,11763,Heifer Haiti,Administrateur(trice) de Projet,"Management/Gestion, Finance, Comptabilité et Commerce"
7,11811,PNUD Haiti,Expert – Réduction de la Violence Communautaire (CVR) et Désarmement,Sciences Humaines et Sociales
8,11813,GRAMIR,Responsable  de l’équipe du Plan Communal de Développement (PCD) PAGODE - GA,Sciences Humaines et Sociales
9,11816,CI,Program Support Specialist III - Health,Santé et Professions médicales
10,11808,CI,Spécialiste en Préparation de Partenariat et Mobilisation de l’église,- - Non-defini - -
11,11789,CFET S.A.,Responsable de Communication/Marketing,Marketing
12,11794,Gildan Activewear,Coordonateur/rice Administratif,Secrétariat
13,11800,NGO RH,Coordonnateur Départemental,Santé et Professions médicales
14,11795,MSF B,Infirmière Anesthésiste,Santé et Professions médicales
15,11796,MSF B,Médecin Gynécologue- Obstétricien,Santé et Professions médicales
16,11797,MSF B,Médecin Pédiatre,Santé et Professions médicales
17,11798,Secteur ong,Coordonnateur/ trice Supply Chain,Santé et Professions médicales
18,11799,Secteur ong,Coordonnateur/ trice de Laboratoire,Santé et Professions médicales
19,11787,USAID,USAID Development Program Specialist (Gender Advisor),Sciences Humaines et Sociales
20,11818,Plan International-Haiti,M&E Assistant,Sciences économiques et politiques
21,11805,Global Communities - (formerly CHF),Finance Director,"Management/Gestion, Finance, Comptabilité et Commerce"
22,11802,SACOMA,It et Coordonnateur d'Installation,Sécurité
23,11754,CESVI,Country Administrator,"Management/Gestion, Finance, Comptabilité et Commerce"
24,11801,N/A,Assistante Executive,"Management/Gestion, Finance, Comptabilité et Commerce"
25,11760,Expertise France,Chef(fe) de projet urbanisme et aménagement,"Architecture, Urbanisme et Aménagement du territoire"
26,11761,Expertise France,"Chef(fe) de projet Bâtiments, Infrastructures, Voiries et Réseaux divers","Architecture, Urbanisme et Aménagement du territoire"
27,11785,Save the Children en Haiti,Officier Finance,"Management/Gestion, Finance, Comptabilité et Commerce"
28,11790,CHARESS,Clinical Mentor,Santé et Professions médicales
29,11781,Family Health International - FHI360,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
30,11782,Family Health International - FHI360,M&E Advisor,Sciences Informatiques
31,11784,Family Health International - FHI360,Conseiller Technique Senior aux Populations Prioritaires/EpiC,Santé et Professions médicales
32,11780,Concern Worldwide Haiti,MEAL Manager,Sciences Humaines et Sociales
33,11777,GOAL Haiti,Assistant Country Director System,"Management/Gestion, Finance, Comptabilité et Commerce"
34,11779,Concern Worldwide Haiti,Coordinateur Urbain,"Management/Gestion, Finance, Comptabilité et Commerce"
35,11793,Secteur ong,Monitoring and Evaluation officer,- - Non-defini - -
36,11774,CRS,MEAL Officer,Sciences économiques et politiques
37,11772,HAS,Chirurgien Général,Santé et Professions médicales
38,11752,FAO,Assistant aux Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
39,11791,CFET S.A.,Sub-Awards Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
40,11788,CFET S.A.,Directeur Commercial,Marketing
41,11771,Action Contre la Faim - Haïti,Responsable MEAL Régional E,- - Non-defini - -
42,11786,IFES,Coordonnateur/trice d’activités,Communication et Journalisme
43,11764,CFET S.A.,Directeur Financier Adjoint,"Management/Gestion, Finance, Comptabilité et Commerce"
44,11749,PNUD Haiti,Expert en suivi et évaluation avec une spécialisation en genre,Sciences économiques et politiques
45,11750,PNUD Haiti,Ingénieur Civil,Sciences de l’Ingénieur
46,11746,ASF,Agent-e de terrain,Droit
47,11739,PNUD Haiti,Programme Analyst EVAW Spotlight,Sciences Humaines et Sociales
48,11783,UCMIT/UCP,Comptable de Projet,"Management/Gestion, Finance, Comptabilité et Commerce"
0,11675,CFI,Directeur des Operations de Facilitation des Investissements,Droit
1,11676,CFI,Directeur des Études et Informations Économiques et Commerciales,Sciences économiques et politiques
2,11677,CFI,Directeur de Promotion des Investissements Étrangers et Locaux,"Management/Gestion, Finance, Comptabilité et Commerce"
3,11678,CFI,Spécialiste Financier,"Management/Gestion, Finance, Comptabilité et Commerce"
4,11679,CFI,Responsable de suivi et d’évaluation,"Management/Gestion, Finance, Comptabilité et Commerce"
5,11685,WeltHungerHilfe (Agro Action Allemande),Administrateur de projet,"Management/Gestion, Finance, Comptabilité et Commerce"
6,11686,WeltHungerHilfe (Agro Action Allemande),Expert  de Suivi & Evaluation,Sciences Humaines et Sociales
7,11687,WeltHungerHilfe (Agro Action Allemande),Logisticien,"Management/Gestion, Finance, Comptabilité et Commerce"
8,11688,WeltHungerHilfe (Agro Action Allemande),Animateur,Agriculture – Agroalimentaire
9,11709,FONKOZE,IT Espesyalis,Sciences Informatiques
10,11704,FONKOZE,sector specialist,Agriculture – Agroalimentaire
11,11705,FONKOZE,Sector specialist,Sciences Humaines et Sociales
12,11707,FONKOZE,Case Manager CLM,"Management/Gestion, Finance, Comptabilité et Commerce"
13,11708,FONKOZE,Admintratè/ Kontab,"Management/Gestion, Finance, Comptabilité et Commerce"
14,11693,AVSF,Responsable axe innovation PAGAI,Agriculture – Agroalimentaire
15,11695,AVSF,Responsable Projet,Agriculture – Agroalimentaire
16,11689,USAID,Computer Management Specialist,Sciences Informatiques
17,11703,PNUD Haiti,Chargé (e) des Affaires Humanitaires et Liaison avec les Institutions Etatiques (UNOCHA / NOB),Sciences Humaines et Sociales
18,11692,Habitat pour l'humanite Haiti,Resource Development and Communications Manager,Communication et Journalisme
19,11712,Chemonics International / Projet de reboisement USAID,Assistante Administrative,Agriculture – Agroalimentaire
20,11713,Chemonics International / Projet de reboisement USAID,Assistante Administrative Procurement-Ouanaminthe,Agriculture – Agroalimentaire
21,11714,Chemonics International / Projet de reboisement USAID,Comptable-Office Manager-Ouanaminthe,Agriculture – Agroalimentaire
22,11706,FONKOZE,Sector Specialist,Santé et Professions médicales
23,11684,CRS,Assistant administratif,Secrétariat
24,11691,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
25,11694,DAI/WASH,Communication specialist,Communication et Journalisme
26,11697,ISPD,Project Accountant  Ref:ISPD-BRI-0120-0005,"Management/Gestion, Finance, Comptabilité et Commerce"
27,11698,ISPD,Finance Manager  Ref:ISPD-BRI-0120-0001,"Management/Gestion, Finance, Comptabilité et Commerce"
28,11699,ISPD,Operations and Human Resources Manager Ref: ISPD-BRI-0120-0002,"Management/Gestion, Finance, Comptabilité et Commerce"
29,11653,Secteur ong,Senior Health Manager,Santé et Professions médicales
30,11696,OHMaSS (PSI-Haïti),vérificateur,"Management/Gestion, Finance, Comptabilité et Commerce"
31,11681,Plan International-Haiti,Grants Accountant,"Management/Gestion, Finance, Comptabilité et Commerce"
32,11683,OHMaSS (PSI-Haïti),Analyste Financier,"Management/Gestion, Finance, Comptabilité et Commerce"
33,11667,OHMaSS (PSI-Haïti),Officier Assurance Qualité (Profil M & E),Sciences Humaines et Sociales
34,11668,CFET S.A.,"Country Security Manager, Haiti",Sécurité
35,11673,USAID,USAID Project Management Specialist ( Deputy Mission Environment Officer),Environnement et Sciences de la Terre
36,11669,Solidarites International,Assistant (e) Logisticien,Transport et Logistique
37,11654,MSF B,Superviseur Pharmacie,Santé et Professions médicales
38,11670,University of Florida,Research Soil Scientist,Agriculture – Agroalimentaire
39,11655,Fondation Enfant Jesus,Comptable de Projet,"Management/Gestion, Finance, Comptabilité et Commerce"
40,11656,PNUD Haiti,Coordonnateur de Terrain / Projet ERAF,Sciences Humaines et Sociales
41,11659,Fondation Enfant Jesus,Coordonnateur de projet / Administrateur / Responsable des Agents de santé,"Management/Gestion, Finance, Comptabilité et Commerce"
42,11660,CRS,Project Manager,Sciences Humaines et Sociales
43,11671,Action Contre la Faim - Haïti,Chargé de Volet Formation et PPP,- - Non-defini - -
44,11666,ICAP-Haiti,Human Resources and Administration Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
45,11664,Caritas Suisse,Chargé de Programme Education-Senior,Sciences Humaines et Sociales
46,11541,HELP,Citizenship & Leadership Program Manager (C&LPM),Sciences de l’Education
47,11661,Food for the Hungry,Spécialiste en Education,Sciences de l’Education
48,11657,PNUD Haiti,Expert en développement de capacité,Environnement et Sciences de la Terre
0,11662,Solidarites International,Chef d'équipe Génie Rural,Sciences de l’Ingénieur
1,11665,DAI/WASH,Junior Finance Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
2,11663,CRS,Gestionnaire de projet- Cash for work,"Management/Gestion, Finance, Comptabilité et Commerce"
3,11648,Secteur international,Information Technology Assistant,Sciences Informatiques
4,11649,DAI/WASH,Project communication assistant,Communication et Journalisme
5,11630,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
6,11651,WeltHungerHilfe (Agro Action Allemande),Finance Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
7,11650,Save the Children en Haiti,Education technical Advisor,Sciences de l’Education
8,11652,GHSC-PSM,Fleet Management Assistant,Transport et Logistique
9,11637,INSFSF,Professeur d’Education pour la santé,Santé et Professions médicales
10,11638,INSFSF,Professeur de Communication,Santé et Professions médicales
11,11639,INSFSF,Professeur de santé communautaire,Santé et Professions médicales
12,11632,Plan International-Haiti,Resilience and Disaster Risk Management National Coordinator,Environnement et Sciences de la Terre
