,id_,institution,post,domaine
306,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
307,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
308,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
309,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
310,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
311,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
312,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
313,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
314,12077,Secteur ong,Software Developer,- - Non-defini - -
315,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
316,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
317,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
318,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
319,12091,HAS,Pharmacien/ne,Santé et Professions médicales
320,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
321,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
322,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
323,12054,Secteur prive,Brand Manager,Marketing
324,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
325,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
326,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
327,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
328,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
329,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
330,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
331,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
332,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
333,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
334,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
335,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
336,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
337,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
338,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
339,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
340,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
341,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
342,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
343,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
344,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
345,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
346,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
347,12123,MSH,Assistante Administrative,Secrétariat
348,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
349,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
350,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
351,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
352,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
353,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
354,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
355,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
356,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
357,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
358,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
359,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
360,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
361,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
362,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
363,12077,Secteur ong,Software Developer,- - Non-defini - -
364,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
365,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
366,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
367,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
368,12091,HAS,Pharmacien/ne,Santé et Professions médicales
369,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
370,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
371,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
372,12054,Secteur prive,Brand Manager,Marketing
373,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
374,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
375,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
376,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
377,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
378,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
379,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
380,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
381,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
382,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
383,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
384,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
385,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
386,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
387,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
388,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
389,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
390,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
391,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
392,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
393,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
394,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
395,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
396,12123,MSH,Assistante Administrative,Secrétariat
397,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
398,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
399,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
400,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
401,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
402,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
403,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
404,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
405,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
406,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
407,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
408,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
409,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
410,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
411,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
412,12077,Secteur ong,Software Developer,- - Non-defini - -
413,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
414,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
415,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
416,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
417,12091,HAS,Pharmacien/ne,Santé et Professions médicales
418,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
419,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
420,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
421,12054,Secteur prive,Brand Manager,Marketing
422,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
423,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
424,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
425,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
426,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
427,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
428,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
429,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
430,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
431,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
432,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
433,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
434,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
435,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
436,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
437,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
438,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
439,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
440,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
441,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
442,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
443,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
444,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
445,12123,MSH,Assistante Administrative,Secrétariat
446,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
447,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
448,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
449,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
450,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
451,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
452,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
